movie_id,title,genres,release_year,clean_title,genre_Action,genre_Adventure,genre_Animation,genre_Children's,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Fantasy,genre_Film-Noir,genre_Horror,genre_Musical,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Thriller,genre_War,genre_Western,genre_list
32,Twelve Monkeys (1995),Drama|Sci-Fi,1995,Twelve Monkeys,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"['Drama', 'Sci-Fi']"
33,Wings of Courage (1995),Adventure|Romance,1995,Wings of Courage,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"['Adventure', 'Romance']"
34,Babe (1995),Children's|Comedy|Drama,1995,Babe,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"[""Children's"", 'Comedy', 'Drama']"
35,Carrington (1995),Drama|Romance,1995,Carrington,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Drama', 'Romance']"
36,Dead Man Walking (1995),Drama,1995,Dead Man Walking,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
37,Across the Sea of Time (1995),Documentary,1995,Across the Sea of Time,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Documentary']
38,It Takes Two (1995),Comedy,1995,It Takes Two,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
39,Clueless (1995),Comedy|Romance,1995,Clueless,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"['Comedy', 'Romance']"
40,"Cry, the Beloved Country (1995)",Drama,1995,"Cry, the Beloved Country",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
41,Richard III (1995),Drama|War,1995,Richard III,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['Drama', 'War']"
42,Dead Presidents (1995),Action|Crime|Drama,1995,Dead Presidents,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"['Action', 'Crime', 'Drama']"
43,Restoration (1995),Drama,1995,Restoration,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
44,Mortal Kombat (1995),Action|Adventure,1995,Mortal Kombat,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Action', 'Adventure']"
45,To Die For (1995),Comedy|Drama,1995,To Die For,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Comedy', 'Drama']"
46,How to Make an American Quilt (1995),Drama|Romance,1995,How to Make an American Quilt,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Drama', 'Romance']"
47,Seven (Se7en) (1995),Crime|Thriller,1995,Seven (Se7en),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"['Crime', 'Thriller']"
48,Pocahontas (1995),Animation|Children's|Musical|Romance,1995,Pocahontas,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['Animation', ""Children's"", 'Musical', 'Romance']"
49,When Night Is Falling (1995),Drama|Romance,1995,When Night Is Falling,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Drama', 'Romance']"
50,"Usual Suspects, The (1995)",Crime|Thriller,1995,"Usual Suspects, The",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"['Crime', 'Thriller']"
51,Guardian Angel (1994),Action|Drama|Thriller,1994,Guardian Angel,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['Action', 'Drama', 'Thriller']"
52,Mighty Aphrodite (1995),Comedy,1995,Mighty Aphrodite,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
53,Lamerica (1994),Drama,1994,Lamerica,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
54,"Big Green, The (1995)",Children's|Comedy,1995,"Big Green, The",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""Children's"", 'Comedy']"
55,Georgia (1995),Drama,1995,Georgia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
56,Kids of the Round Table (1995),Adventure|Children's|Fantasy,1995,Kids of the Round Table,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['Adventure', ""Children's"", 'Fantasy']"
57,Home for the Holidays (1995),Drama,1995,Home for the Holidays,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
58,"Postino, Il (The Postman) (1994)",Drama|Romance,1994,"Postino, Il (The Postman)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Drama', 'Romance']"
59,"Confessional, The (Le Confessionnal) (1995)",Drama|Mystery,1995,"Confessional, The (Le Confessionnal)",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"['Drama', 'Mystery']"
60,"Indian in the Cupboard, The (1995)",Adventure|Children's|Fantasy,1995,"Indian in the Cupboard, The",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['Adventure', ""Children's"", 'Fantasy']"
61,Eye for an Eye (1996),Drama|Thriller,1996,Eye for an Eye,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['Drama', 'Thriller']"
62,Mr. Holland's Opus (1995),Drama,1995,Mr. Holland's Opus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy,1996,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
64,Two if by Sea (1996),Comedy|Romance,1996,Two if by Sea,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"['Comedy', 'Romance']"
65,Bio-Dome (1996),Comedy,1996,Bio-Dome,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
66,Lawnmower Man 2: Beyond Cyberspace (1996),Sci-Fi|Thriller,1996,Lawnmower Man 2: Beyond Cyberspace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"['Sci-Fi', 'Thriller']"
67,Two Bits (1995),Drama,1995,Two Bits,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
68,French Twist (Gazon maudit) (1995),Comedy|Romance,1995,French Twist (Gazon maudit),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"['Comedy', 'Romance']"
69,Friday (1995),Comedy,1995,Friday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
70,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,1996,From Dusk Till Dawn,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,"['Action', 'Comedy', 'Crime', 'Horror', 'Thriller']"
71,Fair Game (1995),Action,1995,Fair Game,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Action']
72,Kicking and Screaming (1995),Comedy|Drama,1995,Kicking and Screaming,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Comedy', 'Drama']"
73,"Misérables, Les (1995)",Drama|Musical,1995,"Misérables, Les",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"['Drama', 'Musical']"
74,Bed of Roses (1996),Drama|Romance,1996,Bed of Roses,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Drama', 'Romance']"
75,Big Bully (1996),Comedy|Drama,1996,Big Bully,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Comedy', 'Drama']"
76,Screamers (1995),Sci-Fi|Thriller,1995,Screamers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"['Sci-Fi', 'Thriller']"
77,Nico Icon (1995),Documentary,1995,Nico Icon,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Documentary']
78,"Crossing Guard, The (1995)",Drama,1995,"Crossing Guard, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
79,"Juror, The (1996)",Drama|Thriller,1996,"Juror, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['Drama', 'Thriller']"
80,"White Balloon, The (Badkonake Sefid ) (1995)",Drama,1995,"White Balloon, The (Badkonake Sefid )",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
81,Things to Do in Denver when You're Dead (1995),Crime|Drama|Romance,1995,Things to Do in Denver when You're Dead,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,"['Crime', 'Drama', 'Romance']"
82,Antonia's Line (Antonia) (1995),Drama,1995,Antonia's Line (Antonia),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
83,Once Upon a Time... When We Were Colored (1995),Drama,1995,Once Upon a Time... When We Were Colored,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
84,Last Summer in the Hamptons (1995),Comedy|Drama,1995,Last Summer in the Hamptons,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Comedy', 'Drama']"
85,Angels and Insects (1995),Drama|Romance,1995,Angels and Insects,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Drama', 'Romance']"
86,White Squall (1996),Adventure|Drama,1996,White Squall,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Adventure', 'Drama']"
87,Dunston Checks In (1996),Children's|Comedy,1996,Dunston Checks In,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""Children's"", 'Comedy']"
88,Black Sheep (1996),Comedy,1996,Black Sheep,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
89,Nick of Time (1995),Action|Thriller,1995,Nick of Time,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Action', 'Thriller']"
90,"Journey of August King, The (1995)",Drama,1995,"Journey of August King, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
92,Mary Reilly (1996),Drama|Thriller,1996,Mary Reilly,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['Drama', 'Thriller']"
93,Vampire in Brooklyn (1995),Comedy|Romance,1995,Vampire in Brooklyn,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"['Comedy', 'Romance']"
94,Beautiful Girls (1996),Drama,1996,Beautiful Girls,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
95,Broken Arrow (1996),Action|Thriller,1996,Broken Arrow,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Action', 'Thriller']"
96,In the Bleak Midwinter (1995),Comedy,1995,In the Bleak Midwinter,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
97,"Hate (Haine, La) (1995)",Drama,1995,"Hate (Haine, La)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
98,Shopping (1994),Action|Thriller,1994,Shopping,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Action', 'Thriller']"
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,1995,Heidi Fleiss: Hollywood Madam,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Documentary']
100,City Hall (1996),Drama|Thriller,1996,City Hall,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['Drama', 'Thriller']"
101,Bottle Rocket (1996),Comedy,1996,Bottle Rocket,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
102,Mr. Wrong (1996),Comedy,1996,Mr. Wrong,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
103,Unforgettable (1996),Thriller,1996,Unforgettable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Thriller']
104,Happy Gilmore (1996),Comedy,1996,Happy Gilmore,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
105,"Bridges of Madison County, The (1995)",Drama|Romance,1995,"Bridges of Madison County, The",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Drama', 'Romance']"
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,1994,Nobody Loves Me (Keiner liebt mich),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Comedy', 'Drama']"
107,Muppet Treasure Island (1996),Adventure|Children's|Comedy|Musical,1996,Muppet Treasure Island,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"['Adventure', ""Children's"", 'Comedy', 'Musical']"
108,Catwalk (1995),Documentary,1995,Catwalk,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Documentary']
109,Headless Body in Topless Bar (1995),Comedy,1995,Headless Body in Topless Bar,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
110,Braveheart (1995),Action|Drama|War,1995,Braveheart,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['Action', 'Drama', 'War']"
111,Taxi Driver (1976),Drama|Thriller,1976,Taxi Driver,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['Drama', 'Thriller']"
112,Rumble in the Bronx (1995),Action|Adventure|Crime,1995,Rumble in the Bronx,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Action', 'Adventure', 'Crime']"
113,Before and After (1996),Drama|Mystery,1996,Before and After,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"['Drama', 'Mystery']"
114,Margaret's Museum (1995),Drama,1995,Margaret's Museum,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
115,Happiness Is in the Field (1995),Comedy,1995,Happiness Is in the Field,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
116,Anne Frank Remembered (1995),Documentary,1995,Anne Frank Remembered,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Documentary']
117,"Young Poisoner's Handbook, The (1995)",Crime,1995,"Young Poisoner's Handbook, The",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['Crime']
118,If Lucy Fell (1996),Comedy|Romance,1996,If Lucy Fell,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"['Comedy', 'Romance']"
119,"Steal Big, Steal Little (1995)",Comedy,1995,"Steal Big, Steal Little",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
120,Race the Sun (1996),Drama,1996,Race the Sun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
121,"Boys of St. Vincent, The (1993)",Drama,1993,"Boys of St. Vincent, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
122,Boomerang (1992),Comedy|Romance,1992,Boomerang,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"['Comedy', 'Romance']"
123,Chungking Express (1994),Drama|Mystery|Romance,1994,Chungking Express,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,"['Drama', 'Mystery', 'Romance']"
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,1995,"Star Maker, The (Uomo delle stelle, L')",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
125,Flirting With Disaster (1996),Comedy,1996,Flirting With Disaster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
126,"NeverEnding Story III, The (1994)",Adventure|Children's|Fantasy,1994,"NeverEnding Story III, The",0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['Adventure', ""Children's"", 'Fantasy']"
127,"Silence of the Palace, The (Saimt el Qusur) (1994)",Drama,1994,"Silence of the Palace, The (Saimt el Qusur)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
128,Jupiter's Wife (1994),Documentary,1994,Jupiter's Wife,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Documentary']
129,Pie in the Sky (1995),Comedy|Romance,1995,Pie in the Sky,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"['Comedy', 'Romance']"
130,Angela (1995),Drama,1995,Angela,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
131,Frankie Starlight (1995),Drama|Romance,1995,Frankie Starlight,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Drama', 'Romance']"
132,Jade (1995),Thriller,1995,Jade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['Thriller']
133,Nueba Yol (1995),Comedy|Drama,1995,Nueba Yol,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Comedy', 'Drama']"
134,Sonic Outlaws (1995),Documentary,1995,Sonic Outlaws,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Documentary']
135,Down Periscope (1996),Comedy,1996,Down Periscope,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
136,From the Journals of Jean Seberg (1995),Documentary,1995,From the Journals of Jean Seberg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Documentary']
137,Man of the Year (1995),Documentary,1995,Man of the Year,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Documentary']
138,"Neon Bible, The (1995)",Drama,1995,"Neon Bible, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
139,Target (1995),Action|Drama,1995,Target,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Action', 'Drama']"
140,Up Close and Personal (1996),Drama|Romance,1996,Up Close and Personal,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Drama', 'Romance']"
141,"Birdcage, The (1996)",Comedy,1996,"Birdcage, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
142,Shadows (Cienie) (1988),Drama,1988,Shadows (Cienie),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
143,Gospa (1995),Drama,1995,Gospa,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
144,"Brothers McMullen, The (1995)",Comedy,1995,"Brothers McMullen, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
145,Bad Boys (1995),Action,1995,Bad Boys,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Action']
146,"Amazing Panda Adventure, The (1995)",Adventure|Children's,1995,"Amazing Panda Adventure, The",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Adventure', ""Children's""]"
147,"Basketball Diaries, The (1995)",Drama,1995,"Basketball Diaries, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
148,"Awfully Big Adventure, An (1995)",Drama,1995,"Awfully Big Adventure, An",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
149,Amateur (1994),Crime|Drama|Thriller,1994,Amateur,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,"['Crime', 'Drama', 'Thriller']"
150,Apollo 13 (1995),Drama,1995,Apollo 13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
151,Rob Roy (1995),Drama|Romance|War,1995,Rob Roy,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,"['Drama', 'Romance', 'War']"
152,"Addiction, The (1995)",Horror,1995,"Addiction, The",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['Horror']
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,1995,Batman Forever,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"['Action', 'Adventure', 'Comedy', 'Crime']"
154,Belle de jour (1967),Drama,1967,Belle de jour,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
155,Beyond Rangoon (1995),Drama|War,1995,Beyond Rangoon,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"['Drama', 'War']"
156,Blue in the Face (1995),Comedy,1995,Blue in the Face,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Comedy']
157,Canadian Bacon (1994),Comedy|War,1994,Canadian Bacon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"['Comedy', 'War']"
158,Casper (1995),Adventure|Children's,1995,Casper,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Adventure', ""Children's""]"
159,Clockers (1995),Drama,1995,Clockers,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['Drama']
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,1995,Congo,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']"
161,Crimson Tide (1995),Drama|Thriller|War,1995,Crimson Tide,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,"['Drama', 'Thriller', 'War']"
162,Crumb (1994),Documentary,1994,Crumb,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['Documentary']
163,Desperado (1995),Action|Romance|Thriller,1995,Desperado,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"['Action', 'Romance', 'Thriller']"
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,1995,Devil in a Blue Dress,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']"
165,Die Hard: With a Vengeance (1995),Action|Thriller,1995,Die Hard: With a Vengeance,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"['Action', 'Thriller']"
166,"Doom Generation, The (1995)",Comedy|Drama,1995,"Doom Generation, The",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Comedy', 'Drama']"
